site,edition,classification,t,n,m,grade,location,stage,note
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Tis,N0,M0,Any,Any,0is,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Ta,N0,M0,Any,Any,0is,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=0a | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Ta,N0,M0,Any,Any,0a,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N0,M0,Any,Any,0a,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=I | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N0,M0,Any,Any,I,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N1,M0,Any,Any,I,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T2,N0,M0,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T2,N0,M0,Any,Any,II,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T2,N1,M0,Any,Any,II,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T2,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Any,Any,M1,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,Tis,N0,M0,Any,Any,0is,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,Ta,N0,M0,Any,Any,0is,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=0a | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,Ta,N0,M0,Any,Any,0a,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T1,N0,M0,Any,Any,0a,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=I | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T1,N0,M0,Any,Any,I,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T1,N1,M0,Any,Any,I,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T1,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T2,N0,M0,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T2,N0,M0,Any,Any,II,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T2,N1,M0,Any,Any,II,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,T2,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,Any,Any,M1,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Urothelial Carcinomas,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Urothelial Carcinomas
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Tis,N0,M0,Any,Any,0is,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Ta,N0,M0,Any,Any,0is,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=0a | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Ta,N0,M0,Any,Any,0a,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N0,M0,Any,Any,0a,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=I | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N0,M0,Any,Any,I,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N1,M0,Any,Any,I,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T1,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T2,N0,M0,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T2,N0,M0,Any,Any,II,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T2,N1,M0,Any,Any,II,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,T2,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Any,Any,M1,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,any,Any,Any,M1,Any,Any,IV,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma
Eyelid Carcinoma,AJCC8,yp,Tis,N0,M0,Any,Any,0,source_page=207; extract_method=tnm_stage; extra_factors/raw_extra=Primary eccrine adenocarcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Eyelid Carcinoma -> tool_site=Eyelid Carcinoma
Eyelid Carcinoma,AJCC8,yp,T1,N0,M0,Any,Any,0,source_page=207; extract_method=stage_carried; extra_factors/raw_extra=IA | Microcystic adnexal carcinoma (sclerosing sweat duct | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Eyelid Carcinoma -> tool_site=Eyelid Carcinoma
Eyelid Carcinoma,AJCC8,yp,T1,N0,M0,Any,Any,IA,source_page=207; extract_method=tnm_stage; extra_factors/raw_extra=Microcystic adnexal carcinoma (sclerosing sweat duct | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Eyelid Carcinoma -> tool_site=Eyelid Carcinoma
Eyelid Carcinoma,AJCC8,yp,T2a,N0,M0,Any,Any,IA,source_page=207; extract_method=stage_carried; extra_factors/raw_extra=IB | adenocarcinoma) | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Eyelid Carcinoma -> tool_site=Eyelid Carcinoma
Eyelid Carcinoma,AJCC8,yp,T2a,N0,M0,Any,Any,IB,source_page=207; extract_method=tnm_stage; extra_factors/raw_extra=adenocarcinoma) | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Eyelid Carcinoma -> tool_site=Eyelid Carcinoma
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T1a,N0,M0,Any,Any,I,"source_page=216; extract_method=tnm_stage; extra_factors/raw_extra=spindle, i.e. epithelioid cells detected) and contrast them with grade 1 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma"
Uveal Melanoma – Iris Melanoma,AJCC8,any,T1b-d,N0,M0,Any,Any,I,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIA | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,any,T1b-d,N0,M0,Any,Any,IIA,source_page=216; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,any,T2a,N0,M0,Any,Any,IIA,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIA; duplicate_source_page=216 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,any,T2b,N0,M0,Any,Any,IIA,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIB | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,any,T2b,N0,M0,Any,Any,IIB,source_page=216; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T3a,N0,M0,Any,Any,IIB,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIB | HISTOPATHOLOGIC TYPE; duplicate_source_page=216 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T2c-d,N0,M0,Any,Any,IIB,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIA | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T2c-d,N0,M0,Any,Any,IIIA,source_page=216; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T3b|T3c,N0,M0,Any,Any,IIIA,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIA | Mixed epithelioid and spindle cell melanoma; duplicate_source_page=216 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T4a,N0,M0,Any,Any,IIIA,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIA | Epithelioid cell melanoma; duplicate_source_page=216 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T3d,N0,M0,Any,Any,IIIA,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIB | Spindle cell melanoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T3d,N0,M0,Any,Any,IIIB,source_page=216; extract_method=tnm_stage; extra_factors/raw_extra=Spindle cell melanoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T4b|T4c,N0,M0,Any,Any,IIIB,"source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIB | Spindle cell melanoma, type A; duplicate_source_page=216 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma"
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T4d-e,N0,M0,Any,Any,IIIB,"source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IIIC | Spindle cell melanoma, type B | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma"
Uveal Melanoma – Iris Melanoma,AJCC8,yp,T4d-e,N0,M0,Any,Any,IIIC,"source_page=216; extract_method=tnm_stage; extra_factors/raw_extra=Spindle cell melanoma, type B | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma"
Uveal Melanoma – Iris Melanoma,AJCC8,yp,Any,N1,M0,Any,Any,IIIC,source_page=216; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
Uveal Melanoma – Iris Melanoma,AJCC8,yp,Any,N1,M0,Any,Any,IV,source_page=216; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Uveal Melanoma -> tool_site=Uveal Melanoma – Iris Melanoma
